event_date,event_type,description,source,created_at
2025-12-01T12:00:00Z,launch,The future is now: understanding the once far-off technologies becoming reality,Spaceflight News API,2025-12-23T12:10:13.967326
2025-12-01T12:00:00Z,security_event,The EU Space Act: a call for true strategic fairness,Spaceflight News API,2025-12-23T12:10:13.967345
2025-12-01T11:00:00Z,launch,Mark Elder: Building the Future of Spacewalking for Artemis and Beyond,Spaceflight News API,2025-12-23T12:10:13.967367
2025-12-01T10:11:52Z,launch,South Korea advances Nuri rocket program with fourth orbital launch,Spaceflight News API,2025-12-23T12:10:13.967387
2025-12-01T10:11:52Z,other,X-MAT introduces X-FOAM: A game-changing ceramic foam for extreme environments,Spaceflight News API,2025-12-23T12:10:13.967424
2025-12-01T10:11:52Z,launch,AtSpace A01 reaches record suborbital altitude from Koonibba Test Range,Spaceflight News API,2025-12-23T12:10:13.967445
2025-12-01T10:11:52Z,launch,NASA confirms support for delayed European Mars rover: ESA,Spaceflight News API,2025-12-23T12:10:13.967465
2025-12-01T09:00:00Z,launch,Europe’s next mission to Venus – Envision this (introduction),Spaceflight News API,2025-12-23T12:10:13.967483
2025-12-01T08:15:00Z,launch,The new Discovery and Preparation podcast showcases innovation for space,Spaceflight News API,2025-12-23T12:10:13.967501
2025-12-01T05:01:00Z,other,A Glimpse of History in Benin City,Spaceflight News API,2025-12-23T12:10:13.967522
2025-12-01T02:41:57Z,satellite_deployment,Japan Rising: Tokyo-Based Axelspace is Making Microsatellites with a Big Impact,Spaceflight News API,2025-12-23T12:10:13.967545
2025-11-30T22:42:22Z,launch,"China launches classified Shijian-28 spacecraft, reusable Zhuque-3 rocket faces delay",Spaceflight News API,2025-12-23T12:10:13.967564
2025-11-30T22:18:25Z,launch,Russia left without access to ISS following structure collapse at Baikonur launch site,Spaceflight News API,2025-12-23T12:10:13.967583
2025-11-30T20:49:45Z,other,"What’s Happening in Space Policy November 30-December 6, 2025",Spaceflight News API,2025-12-23T12:10:13.967607
2025-11-30T19:08:32Z,satellite_deployment,China’s Shijian spacecraft separate after pioneering geosynchronous orbit refueling tests,Spaceflight News API,2025-12-23T12:10:13.967630
2025-11-30T16:08:19Z,launch,Live coverage: SpaceX kicks off December with midnight Falcon 9 rocket launch,Spaceflight News API,2025-12-23T12:10:13.967648
2025-11-30T04:00:57Z,launch,Over €900 Million Committed to European Launcher Challenge,Spaceflight News API,2025-12-23T12:10:13.967669
2025-11-29T15:16:15Z,satellite_deployment,LUCI optical terminal to link satellites for France 2030 space program,Spaceflight News API,2025-12-23T12:10:13.967693
2025-11-29T15:16:15Z,launch,Station 10 as Soyuz crew arrives amid Baikonur launch pad crisis,Spaceflight News API,2025-12-23T12:10:13.967713
2025-11-29T15:16:15Z,other,Where Antarctica's ice melt will have the biggest impact on sea levels,Spaceflight News API,2025-12-23T12:10:13.967742
2025-11-29T15:16:15Z,satellite_deployment,Sivers Semiconductors and Doosan Announce Joint Initiative to Advance Ka-Band SATCOM Antenna Technology,Spaceflight News API,2025-12-23T12:10:13.967766
2025-11-29T15:16:15Z,launch,Europe secures record space budget to boost independence,Spaceflight News API,2025-12-23T12:10:13.967787
2025-11-29T15:16:15Z,other,"Life, Culture and AI: Why 'plagiarism' Is Our Default Operating System",Spaceflight News API,2025-12-23T12:10:13.967813
2025-11-29T15:16:15Z,launch,Spire and Planet expand satellite fleets on Transporter 15 mission,Spaceflight News API,2025-12-23T12:10:13.967835
2025-11-29T12:27:17Z,launch,Transporter-15 rideshare mission launches 140 payloads,Spaceflight News API,2025-12-23T12:10:13.967853
2025-11-29T09:15:54Z,launch,Baikonur pad damaged in Soyuz launch to ISS,Spaceflight News API,2025-12-23T12:10:13.967871
2025-11-29T08:00:00Z,launch,Italian mission adds to growing IRIDE space fleet,Spaceflight News API,2025-12-23T12:10:13.967890
2025-11-29T07:00:00Z,launch,High-resolution radar satellites launched for Greece,Spaceflight News API,2025-12-23T12:10:13.967910
2025-11-29T05:19:33Z,launch,CNES Expands “Astronaut for a Day” Initiative Following Successful First Year,Spaceflight News API,2025-12-23T12:10:13.967931
2025-11-28T22:23:33Z,launch,"Varda Space launches its fifth mission, extends run of AFRL test flights",Spaceflight News API,2025-12-23T12:10:13.967951
2025-11-28T22:00:17Z,policy_or_corporate,ESA Member States Pledge Record Level of Funding,Spaceflight News API,2025-12-23T12:10:13.967975
2025-11-28T21:50:00Z,launch,ESA’s HydroGNSS mission launched to ‘scout’ for water,Spaceflight News API,2025-12-23T12:10:13.967995
2025-11-28T21:00:00Z,launch,HydroGNSS launch highlights,Spaceflight News API,2025-12-23T12:10:13.968014
2025-11-28T20:21:47Z,launch,Booster 19 stacking begins as SpaceX pushes forward from B18 anomaly,Spaceflight News API,2025-12-23T12:10:13.968036
2025-11-28T20:03:02Z,launch,D-Orbit sends to ION vehicles aloft on SpaceX Transporter-15,Spaceflight News API,2025-12-23T12:10:13.968057
2025-11-28T19:51:32Z,policy_or_corporate,China moves to integrate commercial space into its national space development plan,Spaceflight News API,2025-12-23T12:10:13.968084
2025-11-28T18:50:00Z,launch,ESA’s HydroGNSS mission lifts off,Spaceflight News API,2025-12-23T12:10:13.968103
2025-11-28T18:11:02Z,launch,Newly Found Organics in Enceladus’ Plumes,Spaceflight News API,2025-12-23T12:10:13.968125
2025-11-28T17:36:38Z,launch,Live coverage: SpaceX to launch 140 spacecraft on Transporter-15 rideshare,Spaceflight News API,2025-12-23T12:10:13.968143
2025-11-28T16:16:48Z,launch,Russian launch pad incident raises concerns about future of space station,Spaceflight News API,2025-12-23T12:10:13.968160
2025-11-28T16:05:00Z,other,CM25: A historic step forward for Europe’s space technology leadership,Spaceflight News API,2025-12-23T12:10:13.968186
2025-11-28T14:20:49Z,launch,ESA Commits to Being an Anchor Customer for LEO Cargo Return Services,Spaceflight News API,2025-12-23T12:10:13.968210
2025-11-28T14:15:00Z,other,Week in images: 24-28 November 2025,Spaceflight News API,2025-12-23T12:10:13.968229
2025-11-28T14:07:00Z,launch,Follow the Galileo launch (L14) campaign,Spaceflight News API,2025-12-23T12:10:13.968250
2025-11-28T09:00:00Z,other,Earth from Space: Eye of the Sahara,Spaceflight News API,2025-12-23T12:10:13.968269
2025-11-28T05:01:00Z,other,Rings of Rock in the Sahara,Spaceflight News API,2025-12-23T12:10:13.968291
2025-11-28T04:53:13Z,launch,Russia’s Launch Pad Damaged After Soyuz MS-28 Launch,Spaceflight News API,2025-12-23T12:10:13.968310
2025-11-27T20:12:07Z,policy_or_corporate,Europe’s Human and Robotic Exploration hit by budget shortfall,Spaceflight News API,2025-12-23T12:10:13.968339
2025-11-27T19:12:38Z,launch,Soyuz Pad Apparently Damaged After Successful Launch,Spaceflight News API,2025-12-23T12:10:13.968356
2025-11-27T18:37:39Z,other,Soyuz transports new crew to ISS,Spaceflight News API,2025-12-23T12:10:13.968380
2025-11-27T17:19:34Z,launch,Exploration and the UK Emerge as the Biggest Losers of CM25,Spaceflight News API,2025-12-23T12:10:13.968403
2025-11-27T17:15:36Z,policy_or_corporate,ESA raises more than 22 billion euros at ministerial,Spaceflight News API,2025-12-23T12:10:13.968427
2025-11-27T15:19:31Z,other,Soyuz MS-28 Arrives at ISS,Spaceflight News API,2025-12-23T12:10:13.968451
2025-11-27T14:40:00Z,other,ESA Council meeting at Ministerial level 2025 - press conference,Spaceflight News API,2025-12-23T12:10:13.968478
2025-11-27T14:16:00Z,satellite_deployment,European satellite navigation opens new chapter at ESA’s Ministerial Council,Spaceflight News API,2025-12-23T12:10:13.968499
2025-11-27T14:00:00Z,other,Ensuring autonomous access to space for Europe,Spaceflight News API,2025-12-23T12:10:13.968518
2025-11-27T13:00:00Z,launch,ACME Space plans test run for balloon-launched space factory next year,Spaceflight News API,2025-12-23T12:10:13.968540
2025-11-27T12:56:00Z,other,ESA Member States commit to largest contributions at Ministerial,Spaceflight News API,2025-12-23T12:10:13.968563
2025-11-27T12:50:49Z,launch,"NASA Astronaut Chris Williams, Crewmates Arrive at Space Station",Spaceflight News API,2025-12-23T12:10:13.968585
2025-11-27T12:33:59Z,launch,"NASA astronaut, two cosmonauts take Thanksgiving Day ride to space station",Spaceflight News API,2025-12-23T12:10:13.968604
2025-11-27T11:06:44Z,launch,China set for first orbital launch and landing attempt this weekend with commercial Zhuque-3 rocket,Spaceflight News API,2025-12-23T12:10:13.968626
2025-11-27T10:32:44Z,policy_or_corporate,ESA and Norway announce plans for an Arctic Space Centre,Spaceflight News API,2025-12-23T12:10:13.968650
2025-11-27T09:40:51Z,launch,Inaugural Space Rider Flight to Occur in 2028,Spaceflight News API,2025-12-23T12:10:13.968676
2025-11-27T05:01:00Z,satellite_deployment,"Cranberry Country, Wisconsin",Spaceflight News API,2025-12-23T12:10:13.968695
2025-11-27T03:52:58Z,satellite_deployment,Pacific Geomatics and SI Analytics Announce Strategic Partnership to Deliver Super-Resolution Capabilities Across Canada,Spaceflight News API,2025-12-23T12:10:13.968720
2025-11-27T00:13:59Z,launch,BlackSky confirms it was the ‘confidential customer’ on recent Rocket Lab Electron rocket launch,Spaceflight News API,2025-12-23T12:10:13.968740
2025-11-26T23:46:40Z,other,ESA DG Says NASA Confirms Commitment to ExoMars Rover,Spaceflight News API,2025-12-23T12:10:13.968764
2025-11-26T22:36:29Z,other,ESA on ‘good track’ to secure funding despite notes of caution,Spaceflight News API,2025-12-23T12:10:13.968791
2025-11-26T22:00:50Z,launch,Soyuz MS-28 poised to launch three new crew members to ISS,Spaceflight News API,2025-12-23T12:10:13.968810
2025-11-26T19:46:53Z,policy_or_corporate,SmartSky won’t block Gogo 5G air-to-ground network despite legal win,Spaceflight News API,2025-12-23T12:10:13.968836
2025-11-26T18:18:54Z,launch,PLANETS Units Have Landed – Free NASA-Funded Out-of-School Time Resources,Spaceflight News API,2025-12-23T12:10:13.968857
2025-11-26T17:40:34Z,launch,Artemis II Orion Spacecraft Stacked,Spaceflight News API,2025-12-23T12:10:13.968877
2025-11-26T17:11:45Z,launch,SpaceX’s Falcon 9 set to launch 140 payloads on Transporter-15,Spaceflight News API,2025-12-23T12:10:13.968897
2025-11-26T17:01:46Z,launch,After a decade Russia’s native-built Soyuz 5 rocket finally reaches the launch site,Spaceflight News API,2025-12-23T12:10:13.968915
2025-11-26T17:01:38Z,other,Diverging priorities shape opening day of ESA Ministerial 2025,Spaceflight News API,2025-12-23T12:10:13.968944
2025-11-26T16:52:45Z,launch,Exploration and Space Transportation See Largest ESA Funding Boosts,Spaceflight News API,2025-12-23T12:10:13.968968
2025-11-26T16:38:00Z,other,Ministers and high-level representatives gather for ESA's Ministerial Council,Spaceflight News API,2025-12-23T12:10:13.968989
2025-11-26T16:03:57Z,launch,Live coverage: SpaceX to launch dozens of smallsats on Transporter-15 rideshare flight,Spaceflight News API,2025-12-23T12:10:13.969008
2025-11-26T15:35:00Z,launch,Sentinel-5 debuts images of atmospheric gases,Spaceflight News API,2025-12-23T12:10:13.969034
2025-11-26T15:30:00Z,other,Sentinel-1D delivers first images: from Antarctica to Bremen,Spaceflight News API,2025-12-23T12:10:13.969106
2025-11-26T14:47:26Z,other,Protected: Dec. 5: AMA with the SpaceNews editorial team,Spaceflight News API,2025-12-23T12:10:13.969161
2025-11-26T13:32:00Z,other,ESA's Ministerial Council begins in Bremen,Spaceflight News API,2025-12-23T12:10:13.969191
2025-11-26T13:30:35Z,launch,ESA to Repurpose European Service Module and Earth Return Orbiter,Spaceflight News API,2025-12-23T12:10:13.969221
2025-11-26T11:02:15Z,other,Northrop Grumman selected to provide cargo services for final phase of ISS,Spaceflight News API,2025-12-23T12:10:13.969250
2025-11-26T09:07:05Z,other,White dwarf magnetic field study reveals inner accretion dynamics,Spaceflight News API,2025-12-23T12:10:13.969281
2025-11-26T09:07:05Z,other,Gamma-ray observation may provide first direct evidence for dark matter,Spaceflight News API,2025-12-23T12:10:13.969313
2025-11-26T09:07:05Z,launch,Researchers use X ray analysis to examine flown European satellite,Spaceflight News API,2025-12-23T12:10:13.969335
2025-11-26T09:07:05Z,other,NASA's Mars Spacecraft Capture Images of Comet 3I/ATLAS,Spaceflight News API,2025-12-23T12:10:13.969365
2025-11-26T08:06:20Z,other,ESA members to decide on Europe’s future in space at ministerial conference,Spaceflight News API,2025-12-23T12:10:13.969395
2025-11-26T04:56:28Z,policy_or_corporate,NASA Orbiter Shines New Light on Long-Running Martian Mystery,Spaceflight News API,2025-12-23T12:10:13.969425
2025-11-26T04:56:28Z,launch,OSIRIS-APEX spacecraft completes Earth flyby on its journey to explore Apophis,Spaceflight News API,2025-12-23T12:10:13.969447
2025-11-26T04:56:28Z,launch,ESCAPADE spacecraft capture first images while en route to Mars,Spaceflight News API,2025-12-23T12:10:13.969469
2025-11-26T04:56:28Z,launch,Second CHAPEA Crew Begins Extended Mars Habitat Mission at NASA Johnson,Spaceflight News API,2025-12-23T12:10:13.969492
2025-11-26T04:56:28Z,launch,Soyuz rocket positioned at Baikonur for ISS crew launch as Cygnus XL temporarily removed,Spaceflight News API,2025-12-23T12:10:13.969513
2025-11-26T04:56:28Z,satellite_deployment,Decoded star reveals signs of distant stellar merger and black hole companion,Spaceflight News API,2025-12-23T12:10:13.969538
2025-11-26T04:56:28Z,launch,NASA changes Starliner contract: First ISS mission to carry only cargo,Spaceflight News API,2025-12-23T12:10:13.969560
2025-11-25T23:04:00Z,policy_or_corporate,Space Force awards first prototype deals for space-based interceptors under Golden Dome,Spaceflight News API,2025-12-23T12:10:13.969584
2025-11-25T21:20:00Z,security_event,LSAH Newsletter,Spaceflight News API,2025-12-23T12:10:13.969605
2025-11-25T21:11:22Z,policy_or_corporate,"NASA & GLOBE Connect People, Land, and Space",Spaceflight News API,2025-12-23T12:10:13.969634
2025-11-25T19:38:38Z,launch,Launch Roundup: Soyuz to launch crew; Vega C and Falcon 9 to launch customer missions,Spaceflight News API,2025-12-23T12:10:13.969655
2025-11-25T19:26:34Z,launch,NASA’s Roman Observatory Passes Spate of Key Tests,Spaceflight News API,2025-12-23T12:10:13.969676
2025-11-25T18:57:47Z,other,ESA Lays Out Ambitious Vision Ahead of New Budget Decision,Spaceflight News API,2025-12-23T12:10:13.969716
2025-11-25T18:09:15Z,policy_or_corporate,Red Spider Nebula,Spaceflight News API,2025-12-23T12:10:13.969745
2025-11-25T18:08:23Z,security_event,Lithuanian space company Astrolight launches Greenland optical ground station project,Spaceflight News API,2025-12-23T12:10:13.969766
2025-11-25T17:30:43Z,policy_or_corporate,NASA Crater Detection Challenge,Spaceflight News API,2025-12-23T12:10:13.969795
2025-11-25T17:30:43Z,policy_or_corporate,NASA Crater Detection Challenge,Spaceflight News API,2025-12-23T12:10:13.969822
2025-11-25T17:29:05Z,launch,CHAPEA Crew Begins Stay Inside NASA’s Mars Habitat for Second Mission,Spaceflight News API,2025-12-23T12:10:13.969849
2025-11-25T17:02:19Z,policy_or_corporate,NASA Orbiter Shines New Light on Long-Running Martian Mystery,Spaceflight News API,2025-12-23T12:10:13.969889
2025-11-25T16:01:43Z,other,Terran Orbital Announces Cheryl Paquete as Chief Financial Officer,Spaceflight News API,2025-12-23T12:10:13.969925
2025-11-25T14:00:00Z,policy_or_corporate,Making COMSATCOM accessible for large-scale defense requirements,Spaceflight News API,2025-12-23T12:10:13.969955
2025-11-25T13:30:02Z,launch,BlackSky announces latest Gen-3 satellite in orbit after confidential Electron launch,Spaceflight News API,2025-12-23T12:10:13.969975
2025-11-25T13:08:10Z,launch,Polish Consortium Successfully Tests Three-Stage Suborbital Rocket,Spaceflight News API,2025-12-23T12:10:13.969998
2025-11-25T10:52:00Z,other,Ethiopian volcanic plume,Spaceflight News API,2025-12-23T12:10:13.970018
2025-11-25T10:06:14Z,ground_infrastructure,Best 7 EV Charging App Development Companies Powering eMobility in 2025,Spaceflight News API,2025-12-23T12:10:13.970040
2025-11-25T10:03:20Z,launch,"Shenzhou-22 docks at Tiangong space station, resolving human spaceflight emergency",Spaceflight News API,2025-12-23T12:10:13.970063
2025-11-25T08:48:00Z,launch,SpainSat NG programme completed as second secure communications satellite launches,Spaceflight News API,2025-12-23T12:10:13.970085
2025-11-25T08:03:27Z,launch,China launches Shenzhou-22 early for stranded space station crew,Spaceflight News API,2025-12-23T12:10:13.970105
2025-11-25T08:03:27Z,policy_or_corporate,Ancient deep ocean rocks shown to be long-term carbon storage reservoirs,Spaceflight News API,2025-12-23T12:10:13.970134
2025-11-25T08:03:27Z,launch,Successful launch preparations underway for Shenzhou XXII resupply mission,Spaceflight News API,2025-12-23T12:10:13.970154
2025-11-25T08:03:27Z,other,Platinum Crystals Mapped as They Develop Inside Liquid Metal,Spaceflight News API,2025-12-23T12:10:13.970184
2025-11-25T08:03:27Z,launch,Hyperspectral Microwave Sounder Set for Launch Following Final Testing Phase,Spaceflight News API,2025-12-23T12:10:13.970210
2025-11-25T08:03:27Z,satellite_deployment,NJIT scientists track recent solar flare disruptions in Earth's ionosphere,Spaceflight News API,2025-12-23T12:10:13.970235
2025-11-25T08:03:27Z,launch,BepiColombo nears Mercury orbital arrival after seven year journey,Spaceflight News API,2025-12-23T12:10:13.970256
2025-11-25T08:03:27Z,launch,End of mission for Atacama Cosmology Telescope opens new avenues in cosmology,Spaceflight News API,2025-12-23T12:10:13.970278
2025-11-25T08:03:27Z,launch,Blue Ring mission to expand commercial GEO space domain awareness,Spaceflight News API,2025-12-23T12:10:13.970299
2025-11-25T08:03:27Z,satellite_deployment,UK government commits GBP 6.9 million to boost satellite communications sector,Spaceflight News API,2025-12-23T12:10:13.970323
2025-11-25T08:03:27Z,policy_or_corporate,Looking inside icy moons,Spaceflight News API,2025-12-23T12:10:13.970351
2025-11-25T08:03:27Z,launch,BlueBird 6 satellite set for December launch to expand direct mobile connectivity in space,Spaceflight News API,2025-12-23T12:10:13.970372
2025-11-25T08:03:27Z,other,Ancient giant shark fossils reveal early mega-predator dominance in Australian seas,Spaceflight News API,2025-12-23T12:10:13.970401
2025-11-25T08:03:27Z,security_event,Mitigating radio frequency interference in US weather satellites,Spaceflight News API,2025-12-23T12:10:13.970420
2025-11-25T08:03:27Z,launch,Outage Prevention from Orbit: Why Utilities Are Turning to Satellites and Geospatial Analytics,Spaceflight News API,2025-12-23T12:10:13.970442
2025-11-25T04:38:58Z,launch,China Launches Uncrewed Replacement for Damaged Shenzhou-20,Spaceflight News API,2025-12-23T12:10:13.970467
2025-11-25T00:30:55Z,satellite_deployment,Oman brings GEO orders level with 2024 as larger spacecraft regain traction,Spaceflight News API,2025-12-23T12:10:13.970492
2025-11-24T23:17:34Z,launch,"NASA, Boeing pivot Starliner-1 mission from 4-person astronaut flight to cargo-only",Spaceflight News API,2025-12-23T12:10:13.970514
2025-11-24T22:13:53Z,launch,Shenzhou 22 set to launch uncrewed to Chinese Tiangong space station,Spaceflight News API,2025-12-23T12:10:13.970534
2025-11-24T20:34:47Z,launch,"NASA, Boeing Modify Starliner Contract: Fewer Launches, Cargo Only on Starliner-1",Spaceflight News API,2025-12-23T12:10:13.970555
2025-11-24T20:00:00Z,launch,NASA’s 2025 Astronaut Candidates: Shaping Artemis Exploration,Spaceflight News API,2025-12-23T12:10:13.970581
2025-11-24T19:30:57Z,launch,NASA to fly only cargo on next Starliner mission under modified contract,Spaceflight News API,2025-12-23T12:10:13.970657
2025-11-24T18:55:29Z,launch,NASA confirms that Starliner’s next mission will be cargo only,Spaceflight News API,2025-12-23T12:10:13.970678
2025-11-24T18:52:26Z,other,New NASA HEAT and My NASA Data Resources Bring Space Weather Science into Classrooms,Spaceflight News API,2025-12-23T12:10:13.970709
2025-11-24T18:00:00Z,other,"NASA, NOAA Rank 2025 Ozone Hole as 5th Smallest Since 1992",Spaceflight News API,2025-12-23T12:10:13.970736
2025-11-24T17:52:00Z,other,NASA Citizen Science Toolkit for Librarians,Spaceflight News API,2025-12-23T12:10:13.970765
2025-11-24T17:13:00Z,other,City Lights and Atmospheric Glow,Spaceflight News API,2025-12-23T12:10:13.970794
2025-11-24T16:53:51Z,launch,The Exploration Company Inaugurates New Facility in France,Spaceflight News API,2025-12-23T12:10:13.970819
2025-11-24T15:01:14Z,satellite_deployment,Amazon unveils production-ready gigabit-class Leo Ultra broadband terminal,Spaceflight News API,2025-12-23T12:10:13.970843
2025-11-24T14:00:00Z,security_event,Star Wars redux: the false promise of space-based missile defense,Spaceflight News API,2025-12-23T12:10:13.970864
2025-11-24T13:51:44Z,launch,"China launches TJS-21 towards Molniya orbit, lofts trio of Shijian-30 spacecraft",Spaceflight News API,2025-12-23T12:10:13.970883
2025-11-24T13:37:25Z,other,Science fiction and innovation in space,Spaceflight News API,2025-12-23T12:10:13.970910
2025-11-24T12:30:32Z,launch,"Rocket Lab chief opens up about Neutron delays, New Glenn’s success, and NASA science",Spaceflight News API,2025-12-23T12:10:13.970929
2025-11-24T10:00:00Z,policy_or_corporate,Final call to apply for ESA Internships 2026!,Spaceflight News API,2025-12-23T12:10:13.970953
2025-11-24T05:00:00Z,launch,Florida Space Coast tops 100 launches as Space Force pushes for range upgrades,Spaceflight News API,2025-12-23T12:10:13.970972
2025-11-23T23:00:00Z,policy_or_corporate,The Overview Effect: Astronaut Perspectives from 25 Years in Low Earth Orbit,Spaceflight News API,2025-12-23T12:10:13.971000
2025-11-23T22:54:25Z,policy_or_corporate,Germany outlines military space priorities in new strategy,Spaceflight News API,2025-12-23T12:10:13.971024
2025-11-23T20:47:05Z,other,"What’s Happening in Space Policy November 23-29, 2025",Spaceflight News API,2025-12-23T12:10:13.971049
2025-11-23T20:43:32Z,launch,Webb discovers rapidly growing black hole in the very early universe,Spaceflight News API,2025-12-23T12:10:13.971071
2025-11-23T12:05:41Z,launch,Thales Alenia Space Finalises Industrial Team for ESA’s Argonaut Lunar Lander,Spaceflight News API,2025-12-23T12:10:13.971095
2025-11-23T09:17:03Z,other,European Parliament member sees support for EU Space Act there,Spaceflight News API,2025-12-23T12:10:13.971122
2025-11-23T07:47:20Z,other,Cool comfort: beating the heat with high-tech clothes,Spaceflight News API,2025-12-23T12:10:13.971152
2025-11-23T07:47:20Z,policy_or_corporate,Drilling deep to study the oxygenation of Earth,Spaceflight News API,2025-12-23T12:10:13.971181
2025-11-23T07:47:20Z,other,"Calcite deposit from southern Nevada cave reveals 580,000 years of climate history",Spaceflight News API,2025-12-23T12:10:13.971211
2025-11-23T04:19:55Z,launch,Democratic Lawmakers Call for IG Investigation into Goddard Changes,Spaceflight News API,2025-12-23T12:10:13.971233
2025-11-23T03:13:39Z,launch,Live coverage: SpaceX to launch 28 Starlink satellites from Vandenberg on brand new Falcon 9 rocket,Spaceflight News API,2025-12-23T12:10:13.971252
2025-11-22T09:13:14Z,other,First next-generation Starship booster damaged in testing,Spaceflight News API,2025-12-23T12:10:13.971279
2025-11-22T07:57:10Z,launch,NASA celebrates a decade of student contributions to space crop production,Spaceflight News API,2025-12-23T12:10:13.971300
2025-11-22T07:57:10Z,policy_or_corporate,Starlab secures investment from Janus Henderson for commercial space station project,Spaceflight News API,2025-12-23T12:10:13.971332
2025-11-22T07:57:10Z,other,Moss spores withstand long term exposure outside space station,Spaceflight News API,2025-12-23T12:10:13.971363
2025-11-22T07:57:10Z,launch,Destination: Mars. First Stop: Iceland?,Spaceflight News API,2025-12-23T12:10:13.971385
2025-11-22T07:57:10Z,launch,Successful cryogenic engine start enables enhanced mission flexibility for ISRO,Spaceflight News API,2025-12-23T12:10:13.971407
2025-11-22T07:57:10Z,launch,Argonaut lunar landers to deliver cargo on Ariane 6 missions,Spaceflight News API,2025-12-23T12:10:13.971430
2025-11-22T07:57:10Z,launch,PLD Space advances MIURA 5 rocket qualification with first fully integrated unit,Spaceflight News API,2025-12-23T12:10:13.971451
2025-11-22T07:57:10Z,policy_or_corporate,40 000 near-Earth asteroids discovered!,Spaceflight News API,2025-12-23T12:10:13.971480
2025-11-22T07:57:10Z,launch,Galileo satellites to launch on Ariane 6 to enhance navigation system,Spaceflight News API,2025-12-23T12:10:13.971504
2025-11-22T07:57:10Z,other,Plasmasphere compressed by recent geomagnetic superstorm dramatically slowed recovery,Spaceflight News API,2025-12-23T12:10:13.971535
2025-11-22T07:57:10Z,launch,Lunar dust model highlights risks for spacecraft and future moon base projects,Spaceflight News API,2025-12-23T12:10:13.971559
2025-11-22T07:57:10Z,security_event,"Comet sparks scientific fascination, online furor over 'alien' origins",Spaceflight News API,2025-12-23T12:10:13.971578
2025-11-22T07:57:10Z,policy_or_corporate,Lunar impactor Theia originated near Earth and Sun analysis reveals,Spaceflight News API,2025-12-23T12:10:13.971608
2025-11-22T04:49:43Z,launch,B2Space Tests Balloon-Based Launch System,Spaceflight News API,2025-12-23T12:10:13.971631
2025-11-21T23:47:50Z,launch,Blue Origin advances Blue Ring spacecraft toward 2026 national security mission,Spaceflight News API,2025-12-23T12:10:13.971652
2025-11-21T23:30:41Z,launch,Live coverage: Falcon 9 rocket to continue Starlink deployments with launch from Cape Canaveral,Spaceflight News API,2025-12-23T12:10:13.971673
2025-11-21T22:32:28Z,ground_infrastructure,Think tank urges Europe to scale up space-based data center efforts,Spaceflight News API,2025-12-23T12:10:13.971788
2025-11-21T21:15:24Z,policy_or_corporate,NASA Awards Liquid Hydrogen Supply Contracts,Spaceflight News API,2025-12-23T12:10:13.971851
2025-11-21T21:15:15Z,satellite_deployment,"Finland’s Iceye secures Japanese contract as it advances international expansion, new satellite ranges",Spaceflight News API,2025-12-23T12:10:13.972047
2025-11-21T18:46:00Z,other,Follow CM25 online,Spaceflight News API,2025-12-23T12:10:13.972165
2025-11-21T18:25:08Z,launch,10 Years of Students Helping NASA Grow Space Food with Growing Beyond Earth,Spaceflight News API,2025-12-23T12:10:13.972294
2025-11-21T17:29:00Z,satellite_deployment,Hubble Captures Puzzling Galaxy,Spaceflight News API,2025-12-23T12:10:13.972353
2025-11-21T16:45:43Z,policy_or_corporate,ESA unveils Thales Alenia Space-led consortium for its Argonaut lunar lander,Spaceflight News API,2025-12-23T12:10:13.972385
2025-11-21T15:36:23Z,launch,Booster 18 suffers anomaly during proof testing,Spaceflight News API,2025-12-23T12:10:13.972407
2025-11-21T15:30:00Z,policy_or_corporate,CM25 priorities for Space Transportation Systems,Spaceflight News API,2025-12-23T12:10:13.972434
2025-11-21T15:00:00Z,other,25 Year of Scientific Discovery Aboard International Space Station,Spaceflight News API,2025-12-23T12:10:13.972465
2025-11-21T14:20:00Z,other,Lessons from the November 2025 solar storm,Spaceflight News API,2025-12-23T12:10:13.972484
2025-11-21T14:15:00Z,other,Week in images: 17-21 November 2025,Spaceflight News API,2025-12-23T12:10:13.972505
2025-11-21T13:30:00Z,launch,Good to go – Let's Smile (episode 4),Spaceflight News API,2025-12-23T12:10:13.972526
2025-11-21T12:12:16Z,policy_or_corporate,Newest Starship booster is significantly damaged during testing early Friday,Spaceflight News API,2025-12-23T12:10:13.972549
2025-11-21T12:00:55Z,launch,For Stoke Space “nothing else matters” but full and rapid rocket reuse,Spaceflight News API,2025-12-23T12:10:13.972569
2025-11-21T12:00:00Z,satellite_deployment,Hubble Seeks Clusters in ‘Lost Galaxy’,Spaceflight News API,2025-12-23T12:10:13.972595
2025-11-21T09:30:15Z,launch,"NASA's X-59 soars on historic first flight, marks breakthrough for quiet supersonic travel",Spaceflight News API,2025-12-23T12:10:13.972619
2025-11-21T09:30:15Z,launch,Redwire to Deliver Spacecraft for DARPA Otter VLEO Demonstration,Spaceflight News API,2025-12-23T12:10:13.972642
2025-11-21T09:30:15Z,policy_or_corporate,Chinese experiment tests lunar construction bricks after space exposure,Spaceflight News API,2025-12-23T12:10:13.972671
2025-11-21T09:30:15Z,launch,"NASA's X-59 soars on historic first flight, marks breakthrough for quiet supersonic travel",Spaceflight News API,2025-12-23T12:10:13.972692
