id,title,summary,news_site,published_at,updated_at,source
34078,SARP West 2025 Oceans Group,"Faculty Advisor: Henry Houskeper, Woods Hole Oceanographic Institute  Graduate Mentor: Camille Pawlak, University of California, Los Angeles  Oceans Group Introduction Faculty Advisor Henry Housekeeper Molly McKellar Spatiotemporal dynamics of canopy-forming kelp forests in the Russian province of Kamchatka  Maria (Molly) McKellar, University of Wisconsin, Madison  Interannual variability in canopy-forming kelps and the environmental conditions in […]",NASA,2025-11-19T21:13:06Z,2025-11-19T21:20:05.994610Z,Spaceflight News API
34079,SARP West 2025 Whole Air Sampling Group,"Faculty Advisor: Donald Blake, University of California, Irvine Graduate Mentor: Oluwaseun Moses Akinola, University of Connecticut Whole Air Sampling Group Introduction Faculty Advisor Donald Blake Sarah Kinlaw Impact of Dairies on Ozone Production in Ontario, CA  Sarah Kinlaw, College of William & Mary  In the center of Ontario, California’s urban sprawl sits 5 square miles […]",NASA,2025-11-19T21:12:57Z,2025-11-19T21:20:06.008286Z,Spaceflight News API
34080,SARP East 2025 Ecohydrology Group,"Faculty Advisor: Dom Ciruzzi, William & Mary Graduate Mentor: Sarah Payne, University of California, Santa Barbara Ecohydrology Group Introduction Faculty Advisor Dom Ciruzzi and Graduate Mentor Sarah Payne Ethan Bledsoe Uncovering Hidden Green to Reveal Water: Can Spectral Unmixing of Vegetation Reduce Evapotranspiration Bias in Semi-Arid Landscapes?  Ethan Bledsoe, Northwestern University  Deserts push life to its […]",NASA,2025-11-19T21:11:29Z,2025-11-19T21:20:06.018891Z,Spaceflight News API
34070,NASA’s Mars Spacecraft Capture Images of Comet 3I/ATLAS,"Two orbiters and a rover captured images of the interstellar object — from the closest location any of the agency’s spacecraft may get — that could reveal new details. At the start of October, three of NASA’s Mars spacecraft had front row seats to view 3I/ATLAS, only the third interstellar object so far discovered in […]",NASA,2025-11-19T20:56:57Z,2025-11-19T21:00:13.949917Z,Spaceflight News API
34071,View Interstellar Comet 3I/ATLAS Through NASA’s Multiple Lenses,"This article was updated to include the full range of dates from the SOHO image. Lee esta historia en español aquí. NASA is in the midst of an unprecedented solar system-wide observation campaign, turning its spacecraft and space telescopes to follow comet 3I/ATLAS, the third known interstellar object to pass through our solar system. Twelve […]",NASA,2025-11-19T20:15:26Z,2025-11-27T10:13:29.932089Z,Spaceflight News API
34069,"Italian-Dutch space company Revolv Space launches new, larger solar array drive assembly","WARSAW, Poland — Italian-Dutch company Revolv Space has its first customer for the company’s next-generation solar array drive assembly (SADA) for medium-sized platforms and constellations, a product known as MARA. Filippo Oggionni, the chief commercial officer and co-founder of Revolv Space, told SpaceNews that the company has sold 10 units of MARA, which Revolve launched […]
The post Italian-Dutch space company Revolv Space launches new, larger solar array drive assembly appeared first on SpaceNews.",SpaceNews,2025-11-19T18:28:10Z,2025-11-24T10:38:30.144937Z,Spaceflight News API
34067,NASA Cassini Study Finds Organics ‘Fresh’ From Ocean of Enceladus,Researchers dove deep into information gathered from the ice grains that were collected during a close and super-fast flyby through a plume of Saturn’s icy moon. A new analysis of data from NASA’s Cassini mission found evidence of previously undetected organic compounds in a plume of ice particles ejected from the ocean that lies under […],NASA,2025-11-19T16:29:19Z,2025-11-27T10:10:31.344483Z,Spaceflight News API
34066,"Webb First to Show 4 Dust Shells ‘Spiraling’ Apep, Limits Long Orbit","NASA’s James Webb Space Telescope has delivered a first of its kind: a crisp mid-infrared image of a system of four serpentine spirals of dust, one expanding beyond the next in precisely the same pattern. (The fourth is almost transparent, at the edges of Webb’s image.) Observations taken prior to Webb only detected one shell, […]",NASA,2025-11-19T16:02:00Z,2025-11-27T10:10:24.139907Z,Spaceflight News API
34065,Kymeta and iRocket working on multi-orbit Golden Dome interceptor connectivity,"
Kymeta is working on a conformal antenna that could be integrated into the body of missiles being developed by iRocket, enabling the multi-orbit connectivity they say will be vital for the U.S. Golden Dome interceptor network.
The post Kymeta and iRocket working on multi-orbit Golden Dome interceptor connectivity appeared first on SpaceNews.",SpaceNews,2025-11-19T16:00:00Z,2025-11-19T16:00:26.429570Z,Spaceflight News API
34064,ESA Navigation at 2025 Ministerial Council,"The European Space Agency’s Navigation programmes are Europe’s driving force for performance, innovation and resilience in positioning, navigation and timing. At the upcoming ESA Ministerial Council (CM25), ESA Navigation presents a portfolio of activities designed to ensure that Europe’s satellite navigation capabilities remain reliable, competitive and strategically autonomous for decades to come.",ESA,2025-11-19T15:30:00Z,2025-11-19T15:50:16.687454Z,Spaceflight News API
34063,OQ Technology demos European emergency smartphone alert from space,"OQ Technology has become the first European satellite operator to send an emergency broadcast message directly to an unmodified smartphone from low Earth orbit, the Luxembourg-based venture announced Nov. 19.
The post OQ Technology demos European emergency smartphone alert from space appeared first on SpaceNews.",SpaceNews,2025-11-19T15:18:38Z,2025-11-27T10:11:42.346640Z,Spaceflight News API
34061,Experience the Launch of Artemis II,Digital creators and social media users are invited to register to attend the launch of the NASA’s Artemis II mission. The agency’s SLS (Space Launch System) rocket will launch the Orion spacecraft from Launch Complex 39B at NASA’s Kennedy Space Center in Florida. Four astronauts aboard will fly around the Moon and return to Earth […],NASA,2025-11-19T14:38:45Z,2025-11-27T10:10:00.752035Z,Spaceflight News API
34059,Katalyst selects Pegasus to launch Swift reboost mission,"A startup with a NASA contract to raise the decaying orbit of an astronomy satellite has selected the rarely used Pegasus rocket for the mission.
The post Katalyst selects Pegasus to launch Swift reboost mission appeared first on SpaceNews.",SpaceNews,2025-11-19T14:30:04Z,2025-11-27T10:09:54.937993Z,Spaceflight News API
34060,Redwire lands $44 million DARPA award to build air-breathing satellite,"
Program aims to prove a new class of spacecraft that can survive and maneuver in the drag-heavy regime of very low Earth orbit
The post Redwire lands $44 million DARPA award to build air-breathing satellite appeared first on SpaceNews.",SpaceNews,2025-11-19T14:22:54Z,2025-11-19T14:30:20.715225Z,Spaceflight News API
34057,‘Department of War’ Executive Order should prioritize readiness against space stalkers,"
The administration has yet to follow up on its 200th Executive Order, which called for enhanced readiness. This silence represents a profound missed opportunity. Amidst a severe, persistent partisan divide, focusing on genuine military readiness offers a pathway for non-partisan decisions. To ensure this initiative cost-effectively achieves its goal of preparing for war so as […]
The post ‘Department of War’ Executive Order should prioritize readiness against space stalkers  appeared first on SpaceNews.",SpaceNews,2025-11-19T14:00:00Z,2025-11-19T14:10:24.760303Z,Spaceflight News API
34057,‘Department of War’ Executive Order should prioritize readiness against space stalkers,"
The administration has yet to follow up on its 200th Executive Order, which called for enhanced readiness. This silence represents a profound missed opportunity. Amidst a severe, persistent partisan divide, focusing on genuine military readiness offers a pathway for non-partisan decisions. To ensure this initiative cost-effectively achieves its goal of preparing for war so as […]
The post ‘Department of War’ Executive Order should prioritize readiness against space stalkers  appeared first on SpaceNews.",SpaceNews,2025-11-19T14:00:00Z,2025-11-19T14:10:24.760303Z,Spaceflight News API
34056,"Galileo, advancing toward the future","Since becoming operational in 2016, Galileo has continued to evolve, introducing new capabilities and services to meet the needs of its over five billion users.",ESA,2025-11-19T13:00:00Z,2025-11-19T13:00:35.097888Z,Spaceflight News API
34055,Senate Commerce Committee schedules hearing on Isaacman renomination,"
The Senate Commerce Committee plans to hold a second confirmation hearing next month for Jared Isaacman’s nomination to be NASA administrator.
The post Senate Commerce Committee schedules hearing on Isaacman renomination appeared first on SpaceNews.",SpaceNews,2025-11-19T11:50:26Z,2025-11-19T12:00:25.866995Z,Spaceflight News API
34052,"Station Nation: Meet Alyssa Yockey, Neutral Buoyancy Laboratory Flight Lead","Alyssa Yockey supports the International Space Station from NASA’s Johnson Space Center in Houston as a flight lead at the Neutral Buoyancy Laboratory. The Neutral Buoyancy Laboratory is one of the world’s largest indoor pools where astronauts and support teams conduct trainings and other large-scale operations, both in the water and on the pool deck.  […]",NASA,2025-11-19T11:00:00Z,2025-11-19T11:00:11.536033Z,Spaceflight News API
34051,Canada Commits $528.5 Million to European Space Agency Programmes,"The Canadian government has announced a “tenfold” increase in its investment in European Space Agency programmes, committing $528.5 million. Canada is the European Space Agency’s only non-European Cooperating State, a partnership first established in 1979. This status allows the Canadian Space Agency to participate selectively in ESA optional programmes. In return, Canadian companies are eligible […]
The post Canada Commits $528.5 Million to European Space Agency Programmes appeared first on European Spaceflight.",European Spaceflight,2025-11-19T09:37:04Z,2025-11-19T09:40:11.174644Z,Spaceflight News API
34046,Kepler sets January launch for optical data relay satellites to expand in-orbit connectivity,"Berlin, Germany (SPX) Nov 19, 2025


Kepler Communications has scheduled the launch of ten 300-kilogram-class satellites in January 2026, marking the operational rollout of its optical data relay constellation. The launch will use a SpaceX Falcon 9 from Vandenberg Space Force Base, California. Each satellite will carry a minimum of four optical terminals that enable high-throughput laser links for space, air, and ground data transm",SpaceDaily,2025-11-19T07:16:16Z,2025-11-24T10:33:55.458479Z,Spaceflight News API
34047,Machine learning tool distinguishes signs of life from non-living compounds in space samples,"Los Angeles CA (SPX) Nov 19, 2025


Researchers developed LifeTracer, a machine learning framework, to analyze mass spectrometry data from space and terrestrial samples. They used advanced two-dimensional gas chromatography and high-resolution time-of-flight mass spectrometry to study eight carbonaceous meteorites and ten terrestrial rock samples. LifeTracer applies logistic regression to compound-level features and achieved 87 pe",SpaceDaily,2025-11-19T07:16:16Z,2025-11-19T07:20:12.266968Z,Spaceflight News API
34045,Gravitational wave detectors complete two year campaign with record signal count,"Berlin, Germany (SPX) Nov 19, 2025


The LIGO, Virgo, and KAGRA collaborations have finished their fourth observation campaign, known as O4, marking the longest and most comprehensive period of coordinated gravitational wave monitoring to date. Initiated in May 2023 and spanning more than two years, the campaign involved simultaneous data analysis and resulted in the detection of 250 new gravitational signals, which account for mor",SpaceDaily,2025-11-19T07:16:16Z,2025-11-24T10:31:15.888115Z,Spaceflight News API
34049,Power grid agreement to supply energy for Loft Orbital satellites,"Los Angeles CA (SPX) Nov 19, 2025


Loft Orbital and Star Catcher Industries have signed what is described as one of the first commercial energy purchase agreements for space operations. The deal allows Loft to buy power from Star Catcher's planned orbital energy grid to support its mission-agnostic satellite platforms in low Earth orbit, enabling dynamic growth in their satellite constellations. 

Loft's approach provides a t",SpaceDaily,2025-11-19T07:16:16Z,2025-11-19T07:20:12.285500Z,Spaceflight News API
34048,Ancient 'animal GPS system' identified in magnetic fossils,"Cambridge UK (SPX) Nov 19, 2025


The earliest evidence of an internal 'GPS' system in an animal has been identified by researchers, which could help explain how modern birds and fish evolved the ability to use the Earth's magnetic field to navigate long distances. 

The tiny magnetic fossils - dating from 97 million years ago - were buried in ancient seafloor sediments, left behind by a mysterious, unidentified organism.",SpaceDaily,2025-11-19T07:16:16Z,2025-11-19T07:20:12.275380Z,Spaceflight News API
34050,New Laboratory Showcases Advanced Satcom Capabilities for Australian Defence Force,"Sydney, Australia (SPX) Nov 18, 2025


ST Engineering iDirect and Black Cat Systems are working together to establish an Advanced Satcom Technology Demonstration Lab to support the Australian Defence Force (ADF). Central to this lab is the ST Engineering iDirect 450 Software Defined Modem (SDM), which provides multi-waveform and multi-orbit capabilities, as well as interference mitigation technology tailored for defense needs.",SpaceDaily,2025-11-19T07:16:16Z,2025-11-19T07:20:12.306651Z,Spaceflight News API
34044,U.S. government and companies criticize draft EU Space Act,"
A U.S. government official warned that a draft European space law could “stifle innovation,” as other countries also assess the potential impacts of the proposed legislation.
The post U.S. government and companies criticize draft EU Space Act appeared first on SpaceNews.",SpaceNews,2025-11-19T05:20:08Z,2025-11-19T05:20:20.798893Z,Spaceflight News API
34043,European officials stress space autonomy despite lingering dependencies,"
European government officials stressed the need to build strong, autonomous space capabilities, even as the continent continues to rely on foreign companies for some launches.
The post European officials stress space autonomy despite lingering dependencies appeared first on SpaceNews.",SpaceNews,2025-11-19T03:37:18Z,2025-11-19T03:40:19.913321Z,Spaceflight News API
34042,Ursa Major secures $100 million in new capital as it leans hard into defense work,"
 The company now counts liquid engines for hypersonic vehicles and solid rocket motors as its core lines of business.
The post Ursa Major secures $100 million in new capital as it leans hard into defense work appeared first on SpaceNews.",SpaceNews,2025-11-18T23:35:01Z,2025-11-18T23:40:19.673409Z,Spaceflight News API
34041,Eutelsat approves nearly $1 billion capital boost,"
Eutelsat is a step closer to the financing needed to refresh its OneWeb LEO broadband constellation, after the French operator’s board approved plans Nov. 18 to raise nearly $1 billion from anchor shareholders.
The post Eutelsat approves nearly $1 billion capital boost appeared first on SpaceNews.",SpaceNews,2025-11-18T22:56:57Z,2025-11-18T23:00:23.169254Z,Spaceflight News API
34038,L3Harris testing brand new RS-25 engines for future Artemis launches,"RS-25 prime contractor L3Harris continues to ramp up production of new flight engine hardware at…
The post L3Harris testing brand new RS-25 engines for future Artemis launches appeared first on NASASpaceFlight.com.",NASASpaceflight,2025-11-18T18:52:24Z,2025-11-24T10:32:40.251917Z,Spaceflight News API
34039,"Curiosity Blog, Sols 4716-4722: Drilling Success at Nevado Sajama","Written by Michelle Minitti, MAHLI Deputy Principal Investigator at Framework Earth planning date: Friday, Nov. 14, 2025 From Curiosity’s ridge-top perch among the boxwork unit, the highlight of the week was the successful drilling of the “Nevado Sajama” target. The data collected by APXS, ChemCam, and MAHLI from the rover workspace and its immediate vicinity […]",NASA,2025-11-18T18:45:59Z,2025-11-24T10:31:05.759781Z,Spaceflight News API
34040,"Curiosity Blog, Sols 4709-4715: Drilling High and Low in the Boxwork Unit","Written by Catherine O’Connell-Cooper, APXS Strategic Planner and Payload Uplink/Downlink Lead, University of New Brunswick, Canada Earth planning date: Friday, Nov. 7, 2025 We are in the most intensive phase of the boxwork structures investigation — the drill campaign. The boxwork campaign group requested a pair of drilled targets — one in a hollow (the […]",NASA,2025-11-18T18:41:54Z,2025-11-24T10:31:01.264119Z,Spaceflight News API
34037,NASA Telescopes View Spiral Galaxy,"NGC 1068, a relatively nearby spiral galaxy, appears in this image released on July 23, 2025. The galaxy contains a black hole at its center that is twice as massive as the Milky Way’s. NASA’s Chandra X-ray Observatory data shows a million-mile-per-hour wind is being driven from NGC 1068’s black hole and lighting up the […]",NASA,2025-11-18T17:45:46Z,2025-11-24T10:32:13.734029Z,Spaceflight News API
34036,Live coverage: SpaceX to resume early evening launches after FAA restrictions lifted,"The Starlink 6-94 mission is scheduled to liftoff from pad 40 at Cape Canaveral Space Force Station, Florida, at 7:12 p.m. EST (0012 UTC), carrying 29 satellites for SpaceX’s Starlink internet service.",Spaceflight Now,2025-11-18T17:05:33Z,2025-11-24T10:30:48.691411Z,Spaceflight News API
34035,The next generation of radar needed to detect micro-debris and enable a safer LEO,"
As someone deeply involved in the space sector, I’ve seen firsthand how low Earth orbit (LEO) is becoming increasingly congested. Satellite operators, space agencies and aerospace companies are all facing a growing threat from orbital debris. With more than 10,000 active satellites already in orbit and millions of smaller fragments accumulating, the risk of collision […]
The post The next generation of radar needed to detect micro-debris and enable a safer LEO  appeared first on SpaceNews.",SpaceNews,2025-11-18T16:00:00Z,2025-11-18T16:10:25.151294Z,Spaceflight News API
34034,Avoiding a harmful lunar ‘gold rush’,"
As shown by the recent SpaceNews editorials by Mustafa Bilal and Stirling Forbes, there is currently much talk of a coming lunar “gold rush,” with nations and companies seemingly in a mad scramble to access the moon for its alleged resources. But how realistic is this vision, and could the pursuit of it do more harm […]
The post Avoiding a harmful lunar ‘gold rush’ appeared first on SpaceNews.",SpaceNews,2025-11-18T14:00:00Z,2025-11-18T14:20:18.593312Z,Spaceflight News API
34033,ArianeGroup–Avio Deal Outlines Extended Transition of Turbopump Manufacturing to France,"A new agreement between ArianeGroup and Avio has renewed questions about when the production of Ariane 6 turbopumps will be transferred from Italy to France. The transfer was intended to offset Vernon losing the responsibility for Vinci upper stage integration to Lampoldshausen in Germany, as agreed during the 2019 ESA Ministerial Council meeting in Seville. […]
The post ArianeGroup–Avio Deal Outlines Extended Transition of Turbopump Manufacturing to France appeared first on European Spaceflight.",European Spaceflight,2025-11-18T13:09:56Z,2025-11-18T13:10:12.668628Z,Spaceflight News API
34032,China’s space ambitions hit a new gear,"
Bipartisan commission report says China is moving fast, and the United States must decide whether to match the pace
The post China’s space ambitions hit a new gear appeared first on SpaceNews.",SpaceNews,2025-11-18T10:58:00Z,2025-11-18T11:40:22.501179Z,Spaceflight News API
34031,Ministerial Council 2025,Ministerial Council 2025,ESA,2025-11-18T10:39:00Z,2025-11-18T11:00:22.266809Z,Spaceflight News API
34025,Guiding Artemis: Brian Alpert Turns Lessons Learned Into Lunar Progress,"Brian Alpert’s path was always destined for the aerospace industry, but his journey turned toward NASA’s Johnson Space Center during his sophomore year in college. That was when Tricia Mack, who works in NASA’s Transportation Integration Office within the International Space Station Program, spoke to his aerospace seminar about planning spacewalks, training crews, and supporting […]",NASA,2025-11-18T10:00:00Z,2025-11-18T10:00:12.920542Z,Spaceflight News API
34027,Dcubed to demonstrate in-space manufacturing of solar arrays,"
German satellite component company Dcubed is moving into in-space manufacturing with a series of missions to demonstrate production of large solar arrays in orbit.
The post Dcubed to demonstrate in-space manufacturing of solar arrays appeared first on SpaceNews.",SpaceNews,2025-11-18T10:00:00Z,2025-11-18T10:10:20.761747Z,Spaceflight News API
34026,Novaspace Expands to India — Accelerating the Growth of the Nation’s Space Economy,"
Bangalore, November 18, 2025 — Novaspace, the global consulting and market-intelligence firm dedicated to the space sector, announces the opening of its new office in India, marking a strategic milestone […]
The post Novaspace Expands to India — Accelerating the Growth of the Nation’s Space Economy appeared first on SpaceNews.",SpaceNews,2025-11-18T10:00:00Z,2025-11-18T10:10:20.718783Z,Spaceflight News API
34028,Up goes Lunar Link,From the ESA Blogs.,ESA,2025-11-18T09:00:00Z,2025-11-18T10:20:17.565035Z,Spaceflight News API
34029,"Watch: HydroGNSS, IRIDE and Greek mission satellites launch","The European Space Agency’s HydroGNSS, a twin-satellite mission to gather data on Earth’s water cycle, is scheduled to launch on 19 November at 19:18 CET (10:18 Pacific Time). Live coverage of the launch will be shown on ESA Web TV.",ESA,2025-11-18T09:00:00Z,2025-11-24T10:30:41.175064Z,Spaceflight News API
34023,US-Based Launch Aggregator Purchases Dedicated Isar Aerospace Flight,"Texas-based small satellite launch aggregator SEOPS has signed a launch services agreement with Isar Aerospace for a dedicated flight aboard the company’s Spectrum rocket. Isar Aerospace launched the inaugural flight of its Spectrum rocket in March, which ultimately failed when the vehicle exploded just metres after liftoff. The company is now preparing for Spectrum’s second […]
The post US-Based Launch Aggregator Purchases Dedicated Isar Aerospace Flight appeared first on European Spaceflight.",European Spaceflight,2025-11-18T07:03:59Z,2025-11-21T06:52:27.423255Z,Spaceflight News API
34024,SEOPS buys Spectrum launch from Isar Aerospace,"SEOPS, an American mission services provider, has purchased a Spectrum launch from Isar Aerospace to broaden launch options for its customers.
The post SEOPS buys Spectrum launch from Isar Aerospace appeared first on SpaceNews.",SpaceNews,2025-11-18T07:00:00Z,2025-11-21T06:52:22.019067Z,Spaceflight News API
34018,"'Splinternets' threat to be avoided, says web address controller","Lisbon (AFP) Nov 11, 2025


 The risk of the internet fragmenting into national ""splinternets"" will likely be averted in a UN vote next month, the head of the authority that manages web addresses told AFP on Tuesday. 

""The vast majority of the countries that we have met with, including countries who in the past have been very sceptical... believe the current model of governing the internet has worked,"" Kurtis Lindqvist,",SpaceDaily,2025-11-18T06:08:01Z,2025-11-18T06:10:11.965160Z,Spaceflight News API
34017,"6 Things to Know From NASA About New US, European Sea Satellite","Pasadena CA (JPL) Nov 15, 2025


Data from Sentinel-6B will continue a decades-long record of sea surface height, helping to improve coastal planning, protect critical infrastructure, and advance weather forecasts. 

With launch set for no earlier than 12:21 a.m. EST Monday, Nov. 17, Sentinel-6B is the latest satellite in a series of spacecraft NASA and its partners have used to measure sea levels since 1992. Their data has",SpaceDaily,2025-11-18T06:08:01Z,2025-11-21T06:52:11.749042Z,Spaceflight News API
34022,Satellites and AI equip policymakers to assess global climate adaptation progress,"Berlin, Germany (SPX) Nov 15, 2025


A study led by the University of Galway's Ryan Institute details how satellite-based Earth observation and artificial intelligence enable objective monitoring of climate adaptation in the global agrifood sector. 

Researchers analyzed how Earth observation data can be linked to indicators in the Global Goal on Adaptation, a Paris Agreement initiative to reduce climate vulnerability. Their wo",SpaceDaily,2025-11-18T06:08:01Z,2025-11-18T06:10:12.049436Z,Spaceflight News API
34021,NATO allies ditch Boeing for new surveillance planes,"Brussels, Belgium (AFP) Nov 13, 2025


 NATO countries have ditched plans to buy US-made Boeing aircraft to replace the alliance's ageing fleet of surveillance planes, after Washington pulled out of the programme, the Netherlands said Thursday.  

The Western military alliance had announced in 2023 that members would acquire six Boeing Wedgetail jets in one of its ""biggest-ever"" joint purchases as it looked to bolster its capabiliti",SpaceDaily,2025-11-18T06:08:01Z,2025-11-18T06:10:12.027202Z,Spaceflight News API
34020,How drones are altering contemporary warfare,"Cambridge, MA (SPX) Nov 14, 2025


A new book by scholar and military officer Erik Lin-Greenberg examines the evolving dynamics of military and state action centered around drones. 

In recent months, Russia has frequently flown drones into NATO territory, where NATO countries typically try to shoot them down. By contrast, when three Russian fighter jets made an incursion into Estonian airspace in September, they were interce",SpaceDaily,2025-11-18T06:08:01Z,2025-11-18T06:10:12.010063Z,Spaceflight News API
34019,'The war of tomorrow will begin in space': Macron,"Toulouse, France (AFP) Nov 12, 2025


 Modern conflicts are already being fought in space and the next wars will begin there, French President Emmanuel Macron said Wednesday, singling out the threat posed by Russia and announcing a multi-billion euro increase in spending on military activities in space. 

""The war of today is already being fought in space, and the war of tomorrow will begin in space,"" Macron said in Toulouse, Franc",SpaceDaily,2025-11-18T06:08:01Z,2025-11-18T06:10:11.993877Z,Spaceflight News API
34016,York Space Systems files to go public,"
The satellite manufacturer files for IPO as defense-driven demand lures investors
The post York Space Systems files to go public appeared first on SpaceNews.",SpaceNews,2025-11-18T00:44:32Z,2025-11-18T00:50:21.841767Z,Spaceflight News API
34008,Water ice detection campaign prepares lunar robots for Moon mission,"Berlin, Germany (SPX) Nov 18, 2025


Researchers in Germany have conducted a campaign at the LUNA Analog Facility in Cologne to evaluate how water ice could be located and mapped on the Moon. Instruments and robotic vehicles were used in a simulated lunar environment with a substantial area covered in regolith material similar to Moon dust. 

The Polar Explorer campaign at LUNA tested the mobility and sensing abilities of two r",SpaceDaily,2025-11-17T23:22:47Z,2025-11-17T23:30:12.203858Z,Spaceflight News API
34012,York Space Systems prepares for public offering as satellite deployments and contract wins drive growth,"Los Angeles CA (SPX) Nov 18, 2025


York Space Systems has taken a significant step toward becoming a publicly traded company, formally filing a registration statement with the U.S. Securities and Exchange Commission. This move follows years of expansion driven by successful satellite launches, delivery of key government projects, and marked financial gains. 

Headquartered in Denver, York Space Systems has established itself",SpaceDaily,2025-11-17T23:22:47Z,2025-11-17T23:30:12.285436Z,Spaceflight News API
34010,LHAASO identifies black holes as source of cosmic ray knee phenomenon,"Tokyo, Japan (SPX) Nov 18, 2025


The Large High Altitude Air Shower Observatory (LHAASO) has released results that clarify the origin of the knee in the cosmic ray energy spectrum. This feature, recognized by its sharp decline in cosmic ray numbers above 3 PeV, has puzzled researchers for nearly 70 years. 

Recent studies published in National Science Review and Science Bulletin reveal that micro-quasars powered by black ho",SpaceDaily,2025-11-17T23:22:47Z,2025-11-17T23:30:12.249514Z,Spaceflight News API
34011,Fast Satellite Ground Synchronization Technology Advances Beam Hopping Communications,"Tokyo, Japan (SPX) Nov 18, 2025


Researchers from Xidian University, CAST-Xi'an Institute of Space Radio Technology, Beijing Institute of Technology, and the Global Big Data Technologies Centre at University of Technology Sydney have analyzed the requirements for synchronizing satellite beam hopping with ground signal stations to enhance high-throughput satellite (HTS) communication capacity. 

HTS systems use multibeam tec",SpaceDaily,2025-11-17T23:22:47Z,2025-11-17T23:30:12.265248Z,Spaceflight News API
34013,New radiation-tolerant microcontrollers introduced for satellite constellations,"Austin, Texas (SPX) Nov 18, 2025


Vorago Technologies announced the release of four new radiation-tolerant microcontrollers designed for low Earth orbit applications, with first shipments expected in early Q1 2026. These chips address the reliability needs of satellite constellations while reducing costs by up to 75% compared to traditional space-grade electronics. 

The VA4 family of microcontrollers uses ARM Cortex M4-base",SpaceDaily,2025-11-17T23:22:47Z,2025-11-17T23:30:12.295821Z,Spaceflight News API
34009,Simulated Milky Way with AI and supercomputing sets star modeling milestone,"Tokyo, Japan (SPX) Nov 18, 2025


Researchers at the RIKEN Center for Interdisciplinary Theoretical and Mathematical Sciences in Japan, collaborating with The University of Tokyo and Universitat de Barcelona, have delivered the first simulation of the Milky Way that models over 100 billion individual stars spanning ten thousand years. The project utilized artificial intelligence alongside numerical simulations to achieve this sc",SpaceDaily,2025-11-17T23:22:47Z,2025-11-17T23:30:12.220210Z,Spaceflight News API
34014,Resupply spacecraft prepared for Tiangong station after safe crew return,"Tokyo, Japan (SPX) Nov 18, 2025


The China Manned Space Agency is preparing to launch the unmanned Shenzhou XXII spacecraft, which will deliver provisions and equipment to the Tiangong space station. A senior engineer confirmed on Saturday that teams are actively testing rocket systems, spaceship hardware, and preparing various payloads for the mission. 

The Shenzhou XXII cargo mission will dock with Tiangong after launch.",SpaceDaily,2025-11-17T23:22:47Z,2025-11-24T10:28:54.942601Z,Spaceflight News API
34007,Star Catcher achieves milestone for wireless energy delivery to Moon missions,"Los Angeles CA (SPX) Nov 18, 2025


The lunar South Pole has gained attention from scientific and commercial sectors due to long-term exploration plans and its possible water ice deposits, which may enable future life support and fuel production. Deep craters in permanent shadow make this region a focal point for NASA's Artemis program and other international initiatives. 

Recent technology demonstrations aim to overcome hars",SpaceDaily,2025-11-17T23:22:47Z,2025-11-24T10:28:39.032001Z,Spaceflight News API
34015,China returns research samples from space station to Earth for study,"Tokyo, Japan (SPX) Nov 18, 2025


China's space station has delivered 46.67 kilograms of scientific samples from 26 experiments for analysis on Earth, according to the Technology and Engineering Center for Space Utilization (CSU) under the Chinese Academy of Sciences. 

This ninth transfer of materials saw the Shenzhou-21 return capsule bring back samples from research in life sciences, materials science, and combustion.",SpaceDaily,2025-11-17T23:22:47Z,2025-11-24T10:29:04.035196Z,Spaceflight News API
34006,Blue Origin's New Glenn Nails First Ocean Booster Landing,"Maxwell AFB AL (SPX) Nov 18, 2025

Blue Origin's New Glenn rocket successfully made its way to orbit for the second time on Nov. 13, 2025. Although the second launch is never as flashy as the first, this mission is still significant in several ways. 

For one, it launched a pair of NASA spacecraft named ESCAPADE, which are headed to Mars orbit to study that planet's magnetic environment and atmosphere. The twin spacecraft wil",SpaceDaily,2025-11-17T23:22:47Z,2025-11-21T06:52:02.540918Z,Spaceflight News API
34005,PLD Space expands rocket subsystem testing leadership in Europe,"Paris, France (SPX) Nov 18, 2025


PLD Space is now operating its Teruel Airport testing facility at maximum capacity, with over 155,000 square meters dedicated to rocket development. The company utilizes ten self-designed test benches for its MIURA 5 launcher, establishing the largest private rocket testing infrastructure in Europe and strengthening its vertical integration strategy. 

Subsystem qualification for MIURA 5 pro",SpaceDaily,2025-11-17T23:22:47Z,2025-11-17T23:30:12.115285Z,Spaceflight News API
34004,NASA Invites Media to Attend Crewed Artemis II Moon Mission Launch,"Lee este comunicado de prensa en español aquí. Media accreditation is open for the launch of the first crewed Moon mission under NASA’s Artemis campaign. Targeted to launch in early 2026, the Artemis II test flight will send NASA astronauts Reid Wiseman, Victor Glover, Christina Koch, and CSA (Canadian Space Agency) astronaut Jeremy Hansen on an […]",NASA,2025-11-17T21:20:55Z,2025-11-21T06:50:38.232696Z,Spaceflight News API
34002,"Launch Roundup: Innospace to debut new rocket, SpaceX to launch five Falcon 9 missions","Another busy week of launches has arrived, with SpaceX planning to launch five Falcon 9…
The post Launch Roundup: Innospace to debut new rocket, SpaceX to launch five Falcon 9 missions appeared first on NASASpaceFlight.com.",NASASpaceflight,2025-11-17T20:55:34Z,2025-11-21T06:50:31.530560Z,Spaceflight News API
